2 1:-0.3001663 2:-2.9306260
0 1:1.0904079 2:1.1066252
2 1:-1.7422090 2:0.1625859
0 1:0.9652386 2:1.4135818
1 1:-1.3112612 2:0.8350437
1 1:-1.7329165 2:-0.2925239
2 1:0.2859941 2:-3.2051914
1 1:-1.0095672 2:1.0593558
2 1:-1.3251333 2:0.0330868
1 1:-1.7892530 2:-0.7128154
0 1:-1.2327856 2:-0.0345667
0 1:0.5979714 2:1.5247072
1 1:-2.6993689 2:-0.2955962
0 1:0.5532433 2:1.8640916
0 1:1.3110285 2:0.1924131
2 1:-1.0566684 2:-0.5998391
0 1:0.6843687 2:1.3950444
1 1:-1.2189770 2:-0.2821610
1 1:-1.9304797 2:-0.3636472
1 1:0.1041336 2:0.6026138
0 1:0.6180381 2:0.6131718
2 1:-1.4312348 2:-1.1146730
0 1:0.6242818 2:2.3760120
0 1:0.8873529 2:1.3364185
2 1:-1.3123759 2:-0.6971604
2 1:1.5737504 2:0.8176377
0 1:1.3733100 2:0.2834645
2 1:-0.3169562 2:-2.3564314
0 1:1.4611608 2:0.7322244
1 1:-0.7360193 2:0.9594258
0 1:1.0077475 2:0.5672139
1 1:-0.5896967 2:1.1041075
2 1:-0.5814079 2:-1.1437134
0 1:1.0868725 2:0.4537497
0 1:0.8256395 2:1.2208743
1 1:-0.7570376 2:1.0268990
1 1:-0.8086586 2:2.2678216
2 1:0.1258786 2:-2.4178208
2 1:-1.5487907 2:-1.4964242
1 1:-1.1622644 2:1.1921949
1 1:-1.6139486 2:0.8651075
0 1:0.8351763 2:1.8186424
1 1:-2.1760887 2:-0.6579833
1 1:-1.4304437 2:-0.4085696
0 1:1.2559312 2:0.5339000
0 1:0.8008194 2:1.4140105
1 1:-0.9915918 2:1.1143063
0 1:1.0478325 2:0.8126660
1 1:0.3011396 2:2.9324801
0 1:1.1918849 2:0.3090437
1 1:0.0461214 2:2.0234120
0 1:1.0801753 2:0.3538759
2 1:-0.7891569 2:-0.7058306
0 1:1.3199448 2:0.5019635
1 1:-0.7037303 2:0.7327200
2 1:-1.7844298 2:-0.0346383
2 1:-1.2921881 2:-1.0476579
1 1:-0.3125625 2:0.7941087
1 1:-1.5119824 2:0.6666230
2 1:0.1699579 2:-2.3786658
1 1:-0.5609053 2:2.2110579
2 1:-0.9357415 2:-0.1009872
0 1:1.2611461 2:0.2768668
1 1:-0.3714536 2:2.3522282
1 1:-0.2262113 2:1.4913407
2 1:-1.0954397 2:-0.7976634
0 1:1.1692163 2:1.0682340
0 1:1.0138525 2:1.1055620
0 1:1.1927195 2:1.0068210
0 1:0.8209215 2:1.4630254
2 1:-0.7452202 2:-1.2051983
0 1:1.4355252 2:0.6111049
0 1:1.4927226 2:1.5313301
2 1:-1.3065168 2:-0.3812627
1 1:-0.9479667 2:0.9821902
2 1:-0.4584289 2:-1.6090629
2 1:-1.5440451 2:0.9804611
2 1:-0.3799825 2:-2.1021013
2 1:-2.4214748 2:1.6969535
2 1:-1.2993327 2:-0.2980204
0 1:0.9511229 2:0.3045363
0 1:0.5851658 2:0.9827603
0 1:1.6048407 2:0.5712973
2 1:-1.7873544 2:-0.4854951
1 1:-1.6461732 2:-0.1452507
1 1:-1.6058572 2:1.1545471
1 1:-1.7203209 2:0.8664666
2 1:-1.3450237 2:0.7357885
1 1:-1.1818509 2:0.9118323
2 1:-1.4702595 2:-0.3186213
0 1:0.6951169 2:1.3603319
0 1:1.4081310 2:0.6128125
1 1:-0.8575636 2:1.5701493
2 1:-0.8768751 2:-1.8461913
2 1:-0.4566188 2:-0.9678102
0 1:1.6982283 2:0.4533920
2 1:-0.9711748 2:-0.6184361
0 1:1.6414559 2:0.8260670
1 1:-0.5931303 2:2.0672868
2 1:-1.3427082 2:-0.7750762
2 1:-1.4025948 2:-1.1073182
0 1:1.6197356 2:0.5358776
0 1:1.3027981 2:-0.0133294
1 1:-0.7797681 2:0.9939667
1 1:-1.0958888 2:1.1975830
1 1:-0.9253737 2:1.5321719
2 1:-2.1151581 2:1.6346954
1 1:0.4225602 2:1.9750053
2 1:-1.8346198 2:-0.4382208
0 1:1.0142590 2:1.5090948
1 1:-0.9584658 2:1.0221696
2 1:-1.1987857 2:-1.3580775
0 1:0.4653139 2:2.4666912
2 1:-0.5963889 2:-2.6513118
1 1:-0.3845234 2:1.5250081
2 1:-1.1686551 2:-0.1136663
1 1:-1.4504037 2:0.7312354
1 1:-0.1390029 2:2.1071221
0 1:0.7569625 2:0.8548727
2 1:-0.3658591 2:-0.8333186
0 1:0.8646422 2:1.1827263
2 1:-0.5725480 2:-1.6219420
2 1:-1.6498794 2:-0.2540043
0 1:1.0120731 2:1.4341124
2 1:-0.9130872 2:-2.1758235
1 1:-0.5259266 2:1.8261950
0 1:0.7664659 2:1.6241754
2 1:-2.3974862 2:0.1066429
1 1:0.1693374 2:1.8566444
1 1:-0.1516736 2:1.1963921
2 1:-1.8675880 2:-0.7873339
0 1:0.1002349 2:1.7148919
1 1:-0.2096122 2:1.7605678
1 1:-1.8854106 2:-0.0660817
0 1:0.7522071 2:1.6031212
1 1:-1.1373316 2:1.0888232
0 1:1.1262464 2:1.5123794
1 1:-1.3542144 2:0.8833492
0 1:1.2839572 2:1.0594026
1 1:-1.3665294 2:0.3307099
0 1:1.0497070 2:0.8664276
0 1:0.5461534 2:1.4587286
1 1:0.0706818 2:1.7261168
2 1:-1.6518500 2:0.9353096
2 1:-0.8911664 2:-1.4818695
0 1:1.4060350 2:0.2789295
0 1:0.6112420 2:1.1236672
2 1:-0.7252092 2:-1.5147294
0 1:1.5304991 2:0.3553096
2 1:-1.3131166 2:-1.2378404
2 1:-0.8048642 2:-2.9333950
1 1:-1.3215166 2:0.3546888
1 1:-0.1375421 2:1.5319263
0 1:1.3242284 2:0.4883173
2 1:-1.1874702 2:-1.2009791
2 1:-0.8538342 2:-1.1334904
0 1:1.1576574 2:0.9410966
1 1:-0.9607664 2:0.0043833
1 1:-0.9840508 2:0.0113447
0 1:0.5301407 2:1.1662278
0 1:0.6400832 2:1.5623807
0 1:0.2936686 2:2.0614651
1 1:-0.9764830 2:1.0148371
0 1:0.6415563 2:1.3828158
0 1:0.8174893 2:1.3803675
1 1:-2.1124895 2:0.0164571
0 1:0.3257143 2:0.9934145
0 1:0.9315822 2:1.4260276
2 1:-0.6183171 2:-0.9738961
1 1:-0.9490537 2:0.9077867
2 1:-0.7270721 2:-1.6711046
0 1:1.3196176 2:1.2084767
1 1:0.3447529 2:1.4182158
0 1:0.7737526 2:0.6070091
2 1:-1.3026332 2:-1.2402937
2 1:-0.6970890 2:-1.8346785
2 1:-0.6065900 2:-0.3590568
1 1:-0.2862415 2:0.5873952
2 1:-0.5530523 2:-2.8097575
2 1:-0.7126121 2:-0.4602594
0 1:1.4708168 2:0.2812320
1 1:-2.3822224 2:-0.0136138
1 1:-0.0122705 2:1.3719879
1 1:-1.2052236 2:0.0485241
1 1:-1.3195855 2:0.7410586
0 1:0.6399340 2:1.5947216
1 1:-0.2126343 2:1.0019707
0 1:0.9566764 2:1.0358750
1 1:-1.4982058 2:1.7893630
1 1:-0.4780880 2:0.6538869
2 1:-0.9113592 2:-1.8171528
2 1:-0.9931581 2:-1.3033354
2 1:-1.8122168 2:-0.2912014
0 1:1.2414484 2:0.5818108
1 1:-0.6998047 2:0.5631010
2 1:-1.9209413 2:0.7031654
2 1:-1.1018579 2:-0.8343826
2 1:-1.0956881 2:-1.6645940
0 1:0.7863783 2:1.2058844
0 1:0.7535049 2:1.0849980
1 1:-0.9051043 2:1.0583651
2 1:-0.6022678 2:-1.8761157
2 1:-0.4512558 2:-1.3749776
0 1:0.9046252 2:1.0936821
0 1:0.3498858 2:1.3256842
1 1:-1.5514435 2:1.3043162
0 1:0.8896237 2:1.5834543
1 1:-1.5100794 2:0.8420888
2 1:-1.2274629 2:0.1625362
1 1:-1.4245918 2:0.8060952
0 1:1.1732508 2:0.8631083
1 1:-0.1815387 2:2.6944311
1 1:-0.5523980 2:0.8746100
1 1:-0.9519449 2:0.6177696
0 1:1.4626959 2:0.7537873
1 1:-1.4819950 2:0.1067127
0 1:0.7476727 2:1.2984052
1 1:-1.6215316 2:1.2018138
2 1:-0.6842981 2:-0.0463421
1 1:-1.5808902 2:0.9615092
1 1:-0.6822420 2:0.2567346
2 1:-0.6844801 2:-1.8232822
1 1:-0.1683284 2:1.9783511
0 1:0.6286473 2:1.6105031
1 1:1.3229715 2:1.3767095
1 1:-0.8770734 2:1.9113323
2 1:-2.1226735 2:0.8359182
1 1:-0.6350946 2:0.2802443
2 1:-0.4117505 2:-1.0238516
0 1:0.6387230 2:1.6766365
2 1:0.1684523 2:-2.3136553
0 1:1.2800493 2:-0.2285101
2 1:-1.3287591 2:-0.6851047
0 1:1.2866253 2:0.9923185
1 1:0.3279163 2:0.5049390
0 1:1.2781071 2:1.4363724
2 1:-1.2564750 2:-1.1055453
0 1:1.3054967 2:1.3903382
1 1:-0.6982335 2:1.3042898
2 1:-0.4558400 2:-0.6852816
0 1:0.5463423 2:0.9150737
2 1:-1.1583372 2:-0.3502537
0 1:1.2943973 2:0.1747206
2 1:-0.9631629 2:-1.0649907
0 1:0.8576094 2:0.9746490
0 1:1.2150516 2:0.9096453
2 1:-0.9384059 2:-0.5906998
0 1:0.7104742 2:-0.1056528
0 1:1.1903592 2:1.3483078
2 1:-2.2404060 2:0.7522100
0 1:1.6335088 2:-0.0463906
2 1:-0.7465423 2:-1.6981633
0 1:1.4267891 2:0.6777138
2 1:-1.1922215 2:-1.5149755
0 1:1.6228265 2:0.8550682
2 1:-0.0680573 2:-2.1329020
1 1:-0.8892174 2:0.5895674
2 1:-0.8801561 2:0.3463403
2 1:-0.8332764 2:-1.6327865
1 1:-0.9470370 2:0.5584890
1 1:-0.6406203 2:-0.1016065
1 1:-0.2275447 2:0.7586563
0 1:1.6569939 2:0.3680091
2 1:-0.1768142 2:-2.9020161
1 1:-0.5107846 2:2.2305428
1 1:-1.8009296 2:2.4580653
2 1:-1.7630071 2:0.8767230
2 1:-0.6906735 2:-1.3888759
1 1:-0.1184500 2:0.5045820
2 1:-1.3471607 2:0.1923565
2 1:-1.7643972 2:-0.7296443
1 1:-1.5357790 2:1.6409223
1 1:-0.2204073 2:1.7454077
0 1:1.0419467 2:0.8279871
1 1:-1.9947149 2:0.9624782
1 1:-1.0253512 2:0.6438267
0 1:0.8859141 2:0.6659345
1 1:-1.2182506 2:1.2127351
2 1:-0.4113487 2:-2.8161152
2 1:-1.4593210 2:-0.3916993
0 1:1.0292236 2:0.9052640
2 1:-0.8555042 2:-0.4711833
2 1:-1.6801841 2:0.3308677
2 1:-1.3330713 2:-1.0804467
1 1:-0.8194487 2:1.8019902
2 1:-0.8256953 2:-0.7625716
0 1:1.1963218 2:0.4988239
1 1:-0.3808286 2:1.3539690
1 1:-0.8390976 2:1.3090154
0 1:0.5423500 2:0.9404066
1 1:0.2180234 2:2.0251473
1 1:-0.4225642 2:1.0315120
1 1:-0.3773202 2:1.6999375
2 1:-1.0667785 2:-0.1671414
0 1:1.2441673 2:0.5659780
1 1:-1.3037958 2:-0.2409555
1 1:-0.1815932 2:2.0188908
0 1:0.4418068 2:1.8782709
0 1:0.9281519 2:0.3603484
0 1:0.8616392 2:0.5203240
2 1:-1.2204797 2:0.7415648
0 1:0.8192091 2:1.2857535
0 1:0.7746721 2:0.8201636
0 1:1.4614216 2:0.9119502
1 1:-1.7582268 2:1.0134567
0 1:0.8562403 2:0.6983434
2 1:-1.7874540 2:-2.0064699
1 1:-0.5884779 2:2.5506515
1 1:0.1569775 2:2.1259935
0 1:1.3720079 2:0.8439865
0 1:0.9678568 2:1.6069165
1 1:-0.8956903 2:0.8533649
2 1:-0.7726646 2:-1.0237554
0 1:0.7527832 2:1.2555831
2 1:-1.6048133 2:0.3323231
2 1:-2.1919447 2:0.4092924
1 1:-2.0851556 2:-0.7696538
1 1:-0.5197310 2:1.1298887
0 1:0.3623181 2:1.8078523
2 1:-2.2612135 2:0.1764061
0 1:0.8950790 2:1.7971607
0 1:1.6123132 2:0.6634741
0 1:1.3038801 2:0.3958644
0 1:0.8387140 2:1.0659939
1 1:-1.5981286 2:0.4337956
0 1:1.4138276 2:0.7182490
2 1:-0.2955715 2:-2.6581591
0 1:1.5322673 2:0.7609221
2 1:-1.8804914 2:-0.4096216
0 1:0.8623647 2:1.4177488
1 1:-0.8868367 2:1.2058738
0 1:1.1404472 2:0.7713352
2 1:-0.9534010 2:-1.9194244
0 1:1.2323840 2:1.2475133
1 1:-1.3909606 2:0.0235892
2 1:-0.8720451 2:-2.1858789
2 1:-1.1792181 2:-0.1488922
0 1:0.2514189 2:1.4622604
2 1:-0.2019555 2:-2.3674800
1 1:-0.6398921 2:0.8866836
1 1:-1.3103463 2:0.4445320
1 1:-0.3955157 2:2.1497728
2 1:-0.3435595 2:-2.3039065
1 1:0.1705639 2:1.7304945
1 1:0.1188024 2:3.2304203
2 1:-1.1437562 2:-2.2433893
1 1:-0.9395994 2:0.2728522
0 1:0.6533357 2:0.7353541
2 1:-1.2737351 2:-1.3203436
1 1:-1.4954866 2:0.2315511
1 1:-0.4793131 2:-0.5833893
2 1:-1.4704283 2:0.6190430
1 1:-1.1581049 2:1.1509266
2 1:-1.5922035 2:-0.6319593
1 1:-0.8958693 2:0.7170438
2 1:-0.8476386 2:-2.0833183
1 1:-0.6876883 2:1.3986407
1 1:-0.4429756 2:1.1630580
0 1:0.6827915 2:1.3036350
0 1:0.4503638 2:1.1096512
2 1:-1.0600472 2:-0.4120958
1 1:-0.9996579 2:1.6984211
2 1:0.1981635 2:-2.5066682
2 1:-0.3239230 2:-2.3633911
1 1:-0.6460123 2:1.2225381
0 1:1.0611853 2:0.9205407
2 1:-0.9115979 2:-0.6465474
1 1:-1.6660658 2:-0.7882864
0 1:1.4122543 2:1.1718850
1 1:-0.7582351 2:-0.7278851
2 1:-0.8852785 2:-0.2504730
0 1:0.9871791 2:1.7516903
2 1:-1.0570364 2:0.6371808
2 1:-0.4308965 2:-1.5663983
2 1:-1.4499123 2:-0.0537701
1 1:-1.3896529 2:-0.0934724
2 1:-0.4021832 2:-2.2367935
0 1:1.6774517 2:1.3204210
1 1:-1.5838755 2:-0.1667297
0 1:1.3303130 2:0.6565364
0 1:1.4125356 2:0.4332187
0 1:1.0204075 2:1.0709636
2 1:-0.7104394 2:-0.9390772
2 1:-0.2307078 2:-1.9268749
1 1:-2.0675213 2:-0.5166202
2 1:-0.8262945 2:-1.3816736
0 1:1.2157840 2:1.2146808
1 1:-0.2824305 2:0.8819563
1 1:0.2407170 2:1.8560648
2 1:-0.7422677 2:-1.1492116
2 1:-0.5000660 2:-2.5811203
1 1:-0.3470709 2:1.4532133
0 1:0.8752072 2:1.4430387
2 1:-1.1829790 2:-1.3572797
2 1:-1.2051214 2:-1.0234319
2 1:-0.1844756 2:-3.4228913
0 1:0.9200094 2:1.3697879
1 1:-1.6302957 2:-0.9287482
2 1:-1.1616908 2:0.3905097
1 1:-1.4378163 2:0.7430271
2 1:-0.6134767 2:-2.1120506
0 1:1.0229292 2:1.2700668
0 1:0.9362892 2:1.0660652
1 1:-0.8254950 2:2.1972456
1 1:-0.9718026 2:0.7865720
0 1:1.1355817 2:0.8325640
2 1:-1.4672318 2:-1.2049541
0 1:0.8749448 2:0.8128513
0 1:1.7334240 2:0.3248026
0 1:1.4275697 2:0.7890470
0 1:1.4985706 2:0.2658053
1 1:-1.1213389 2:2.4274309
0 1:1.0335121 2:0.3158954
1 1:-0.4423795 2:0.4545286
1 1:-0.4433234 2:0.8833607
2 1:-0.0375762 2:-2.6785761
1 1:-2.3701940 2:0.3990421
1 1:-0.5457250 2:1.7863545
2 1:-1.6034513 2:-0.8886777
1 1:-1.5601067 2:0.0783225
1 1:-1.1204937 2:2.1043122
