2 1:0.2260093 2:878.0557014
0 1:-0.1306243 2:134.2726537
2 1:-1.5556386 2:418.3355331
2 1:-0.6951654 2:520.1896443
2 1:-1.8823027 2:245.0149681
1 1:0.2520518 2:158.3289052
2 1:-1.3035782 2:438.7253322
2 1:-0.3656449 2:583.2845720
2 1:-2.4325814 2:67.7135097
2 1:-3.7400767 2:-186.3840975
2 1:-1.2805187 2:455.2367026
2 1:-1.4028688 2:352.9822542
2 1:-1.1518713 2:502.5423690
2 1:-2.1720510 2:82.9465305
2 1:-0.8446990 2:538.9424490
2 1:-1.1493679 2:503.4985750
0 1:-0.9009650 2:-964.0316449
2 1:-2.1407068 2:350.6285818
0 1:0.2960844 2:-1198.1152254
2 1:-1.9292427 2:330.6325185
2 1:1.3756091 2:938.1044855
2 1:-0.5130122 2:651.0064827
0 1:0.1783060 2:-1249.7112796
0 1:-1.5380867 2:499.2750856
0 1:-1.6890250 2:-129.2949676
2 1:-2.1334114 2:118.9568502
1 1:1.5786072 2:-949.5273015
2 1:-0.9023101 2:287.5415394
2 1:-1.7776719 2:456.5565737
2 1:-1.5115522 2:304.2689073
1 1:1.2953507 2:-943.9089757
1 1:0.8537979 2:-339.0725915
2 1:-1.4585623 2:314.4191873
0 1:-0.1090990 2:-356.4902700
2 1:0.8563770 2:842.3602359
2 1:-1.4411084 2:419.3846713
2 1:-1.4500821 2:483.0918424
1 1:1.1367814 2:-512.6656634
0 1:-1.1837911 2:-790.1041633
2 1:-2.8846429 2:99.3157559
0 1:0.0702776 2:-573.4981204
2 1:-1.2868176 2:406.4725606
0 1:-1.8369504 2:-368.7538126
2 1:-1.9133437 2:330.5689785
2 1:-1.8919652 2:242.4353480
0 1:-1.1503953 2:-376.7869894
0 1:-0.0074294 2:-471.7424011
2 1:0.3677890 2:627.6086322
2 1:0.4880969 2:696.9224852
0 1:-0.0125775 2:-511.9185121
2 1:-2.7706458 2:61.7845040
1 1:0.0790361 2:185.0753654
2 1:-1.1151132 2:514.6972509
2 1:-0.9331741 2:427.5209676
1 1:2.2490424 2:-1221.0394035
2 1:-1.8016939 2:289.7203381
2 1:-2.9911492 2:98.1956569
0 1:-2.6594402 2:587.3692009
2 1:-1.6424959 2:380.4310830
0 1:-1.1326564 2:-425.1663142
2 1:-0.3983194 2:701.9114002
2 1:-0.7235569 2:425.5327853
2 1:0.7240914 2:877.0817233
1 1:1.5957330 2:-1093.4786585
1 1:1.3201665 2:-655.8017361
0 1:-1.1492992 2:-1157.5025485
2 1:0.4880072 2:818.3216052
1 1:1.1469379 2:-702.8458285
1 1:0.6419421 2:-455.7467325
2 1:-3.3289762 2:-8.2456223
2 1:-1.1856722 2:728.6569012
2 1:-2.8270408 2:73.3373874
2 1:-2.0304587 2:232.9871355
2 1:-0.9056428 2:526.7719981
1 1:0.1002063 2:790.2180532
0 1:-0.4524939 2:-1193.9871809
2 1:-2.0693796 2:284.1302699
2 1:-2.1069802 2:296.3629320
0 1:-1.6075159 2:-562.3034517
0 1:-1.2358037 2:-142.5300404
1 1:1.3436104 2:-570.2818614
2 1:-0.3430766 2:686.0848669
2 1:-1.9597874 2:-27.9318939
2 1:-0.2366258 2:840.7923963
2 1:-0.8122349 2:568.2476801
2 1:-1.3834596 2:218.9020453
2 1:-0.4907693 2:451.6293152
2 1:-0.4667755 2:556.1691830
2 1:0.3569989 2:796.2168572
0 1:-1.6201160 2:-271.9827117
2 1:-0.1118024 2:631.1420111
2 1:-0.8042491 2:434.9864723
2 1:1.4236617 2:1188.2067120
2 1:0.9303858 2:1110.9342696
2 1:-1.4200099 2:467.3230420
2 1:1.4371118 2:980.7291881
2 1:-0.2003935 2:526.1638248
1 1:1.4389455 2:-927.8312209
0 1:0.1253360 2:-783.3176244
2 1:-0.7993015 2:607.7428595
1 1:0.7891053 2:-268.1850998
2 1:-1.8657337 2:123.0850491
2 1:-0.4916711 2:476.9599763
2 1:-2.0828821 2:-23.4965477
2 1:-2.9647468 2:-35.7635844
2 1:-0.4443634 2:584.7780946
2 1:-1.0881197 2:580.9556679
1 1:0.8313428 2:-454.9587126
2 1:-0.9763561 2:424.7568316
0 1:-0.0212002 2:-345.7268012
2 1:-2.3797243 2:268.7254875
2 1:-1.5409555 2:484.6366048
2 1:1.0314209 2:1179.2279523
2 1:-0.9182153 2:429.4540032
2 1:-1.4265988 2:441.0319841
1 1:1.2857032 2:-773.9401600
2 1:-0.3835090 2:699.5102757
2 1:-1.4443669 2:331.4180709
2 1:-1.2101830 2:525.6808229
2 1:-2.2859960 2:268.3795259
1 1:1.0465471 2:-376.8234200
1 1:1.1102583 2:-391.9103842
2 1:0.5191975 2:824.9635612
2 1:-3.3205348 2:-256.7889066
2 1:-1.8699773 2:158.5669510
0 1:-0.7823889 2:-290.9507776
2 1:0.8412377 2:814.0952547
2 1:-2.1160952 2:161.6487437
2 1:-0.3926068 2:713.0006761
2 1:-2.1801224 2:404.8403463
0 1:-1.5648299 2:-455.8752005
1 1:0.9940124 2:-577.4731372
1 1:1.3879381 2:-880.9602317
1 1:1.0413539 2:-554.7800384
2 1:-0.0436733 2:750.6967471
1 1:1.2160499 2:-694.8558588
2 1:-0.9617887 2:456.9683041
2 1:-0.1070242 2:733.6492207
1 1:0.8696808 2:-153.4299899
1 1:0.5948590 2:179.6109695
2 1:-1.3833309 2:337.9999817
1 1:0.8602465 2:-477.5838375
0 1:-0.6241732 2:-867.7636288
1 1:1.3369293 2:-1001.8033177
1 1:1.5504619 2:-841.4897421
2 1:-1.9478470 2:249.0231414
2 1:-0.1775804 2:887.2307920
1 1:0.5253863 2:-219.5683222
2 1:-1.2352890 2:393.0044555
2 1:-1.4996758 2:323.7825974
2 1:-2.8525687 2:69.8645145
0 1:-1.0582068 2:111.6288234
0 1:-0.3174729 2:-655.2827365
2 1:-2.1543373 2:166.1149253
2 1:-2.9835774 2:-31.6228091
1 1:1.5200072 2:-823.1032440
2 1:-0.7358006 2:549.9786336
0 1:-0.7283209 2:-1211.2517040
2 1:-1.8574863 2:232.7286543
1 1:0.3826249 2:79.4607824
1 1:0.9254797 2:-531.6529106
2 1:-0.9118894 2:558.8405205
2 1:1.6087698 2:1270.1629158
2 1:-1.3665047 2:454.1031047
2 1:1.0796051 2:1034.9720941
2 1:-1.2396391 2:581.5359258
1 1:0.6602064 2:-348.7608239
2 1:-1.1648267 2:567.5707527
1 1:1.2552668 2:-604.2544919
2 1:0.4439399 2:889.7385246
0 1:-1.9044642 2:-359.5792335
2 1:-0.5692075 2:677.3706909
2 1:-1.0393342 2:499.7779351
0 1:-0.2964198 2:-680.4573967
2 1:-1.9637563 2:262.2100925
2 1:-0.6491149 2:355.1049912
0 1:-1.3117370 2:-742.7814713
2 1:-1.8551501 2:133.3030039
2 1:-0.0821831 2:969.4749508
1 1:0.6281629 2:-196.0180284
2 1:0.0078427 2:758.6291054
1 1:-0.1391869 2:185.9634807
2 1:-1.7073086 2:313.2825139
0 1:-0.0766645 2:-1265.9273380
2 1:-2.2177324 2:154.4002083
2 1:0.9542607 2:974.6148341
2 1:-1.8239308 2:300.6336947
1 1:1.5000790 2:-840.7714240
2 1:-2.4580117 2:255.9084809
2 1:-0.5052482 2:467.3473370
0 1:0.5269869 2:-949.2691050
1 1:1.5612297 2:-838.8148981
2 1:0.8069324 2:916.5510023
2 1:0.2381448 2:527.4779210
0 1:-3.0695944 2:-583.8339300
2 1:-1.9174787 2:273.4761207
2 1:-0.4131117 2:578.4189905
2 1:0.1240670 2:685.9202200
0 1:-2.7585176 2:-98.0199418
0 1:-1.2112850 2:-973.0361806
2 1:-0.2828902 2:853.5841142
0 1:0.5382916 2:-446.2616932
2 1:-0.0507180 2:772.1383866
1 1:0.7210283 2:-170.1383744
0 1:-2.2194234 2:1173.2278614
2 1:0.3144018 2:681.9701360
2 1:2.9560864 2:1407.0480452
2 1:-0.7176663 2:564.1306827
2 1:0.4161012 2:871.3643674
2 1:-0.9822086 2:305.1426512
2 1:-1.8517395 2:267.4916255
2 1:-2.7482687 2:79.1271718
2 1:-1.6084653 2:291.4761324
0 1:-0.2730988 2:403.7274278
1 1:1.0566982 2:-443.2194451
2 1:-1.3614213 2:415.0899749
2 1:0.8261956 2:1133.8777841
2 1:-0.6622555 2:545.1952160
1 1:0.9523433 2:-373.6014128
2 1:0.2257668 2:915.0945640
2 1:-2.0702010 2:21.0372216
2 1:-1.7280882 2:363.3971687
0 1:0.0560317 2:-35.5209516
2 1:-1.7970855 2:368.6125268
0 1:-0.2225671 2:-759.4992867
0 1:-1.2466922 2:-83.1922338
2 1:-1.9336735 2:391.0930418
2 1:-0.5382901 2:661.4334251
0 1:-1.8997415 2:318.8641688
1 1:1.3448073 2:-777.1011847
2 1:-1.8592792 2:90.5775810
2 1:-1.3347665 2:451.9688764
2 1:-2.2939365 2:255.4149202
0 1:-0.8950488 2:-128.7118551
0 1:-0.1384789 2:-363.1697607
2 1:0.0174475 2:661.5800273
2 1:0.0285181 2:578.5291701
2 1:-2.3499043 2:121.8978909
2 1:-1.7872161 2:555.7541574
1 1:1.7777752 2:-1039.8749456
1 1:0.1544374 2:141.7319312
2 1:-2.1272016 2:187.3257973
2 1:0.2951270 2:866.8477183
0 1:-0.1581291 2:-331.2798109
1 1:0.9715856 2:-563.6206795
0 1:-0.8316706 2:-488.9879326
2 1:-1.0931614 2:477.9655990
2 1:-2.7307666 2:-39.2783487
0 1:-0.8632222 2:-422.3352279
2 1:-0.5702330 2:536.2801928
2 1:-0.1416700 2:714.8816615
2 1:-0.2566187 2:910.6160179
2 1:-1.0890930 2:317.4272277
2 1:-0.3062879 2:779.6785222
0 1:-0.9655535 2:402.8142628
2 1:0.8415563 2:1142.1763376
2 1:-1.3943672 2:264.2635822
2 1:-2.1082516 2:268.4941127
0 1:0.8131111 2:-941.4060449
2 1:-1.4272136 2:419.7097069
2 1:-2.5827973 2:-3.9505108
0 1:-0.7994462 2:-541.0527372
2 1:-0.4826417 2:500.3591781
1 1:0.6694786 2:-455.3859643
2 1:-0.8466127 2:505.0937853
2 1:0.6151658 2:754.4695917
2 1:-1.6993131 2:297.9506388
1 1:0.5066729 2:-277.0907143
0 1:-0.5651853 2:-20.7391518
2 1:-1.5409899 2:170.0411036
1 1:1.3125860 2:-917.9389559
2 1:-0.9427559 2:410.1700107
2 1:-0.6747361 2:690.7469573
2 1:-0.6961854 2:321.9737749
2 1:-1.1615438 2:432.4035331
2 1:-2.0764896 2:164.9371432
0 1:-1.9702804 2:-907.7267001
1 1:1.2552925 2:-713.2831947
0 1:-0.9096758 2:423.3307609
0 1:-1.5751813 2:-580.4559653
2 1:-1.1250367 2:412.6762175
2 1:0.7926252 2:934.9931446
0 1:-1.8245996 2:-7.4430682
2 1:-1.3100508 2:362.1543233
1 1:1.1215334 2:-536.7397962
2 1:0.5064273 2:814.1512177
2 1:-2.0572843 2:227.9789052
2 1:0.1259475 2:1014.5837736
2 1:-0.4406211 2:638.9648324
