0.6875 0.5 0.2 0.78125 0.10714 0.5 0.66667 0.27273 0.25 Honey_Nut_Cheerios
0.6875 0.16667 0 0.5625 0 0.6087 0.73333 0.10606 0.25 Honey-comb
0.6875 0.33333 0.2 0.53125 0.07143 0.73913 0.4 0.18182 1 Just_Right_Crunchy__Nuggets
0.875 0.5 0.2 0.53125 0.14286 0.86957 0.6 0.28788 1 Just_Right_Fruit_&_Nut
0.6875 0.33333 0.2 0.8125 0 0.91304 0.2 0.12121 0.25 Kix
0.625 0.66667 0.4 0.46875 0.14286 0.52174 0.4 0.28788 0.25 Life
0.6875 0.33333 0.2 0.5625 0 0.52174 0.8 0.16667 0.25 Lucky_Charms
0.625 0.66667 0.2 0 0 0.69565 0.2 0.28788 0.25 Maypo
0.9375 0.66667 0.6 0.29688 0.21429 0.69565 0.73333 0.51515 0.25 Muesli_Raisins,_Dates,_&_Almonds
0.9375 0.66667 0.6 0.46875 0.21429 0.69565 0.73333 0.51515 0.25 Muesli_Raisins,_Peaches,_&_Pecans
1 0.5 0.4 0.46875 0.21429 0.73913 0.86667 0.48485 0.25 Mueslix_Crispy_Blend
0.625 0.33333 0.2 0.6875 0.14286 0.65217 0.4 0.27273 0.25 Multi-Grain_Cheerios
0.75 0.33333 0.2 0.59375 0 0.65217 0.6 0.12121 0.25 Nut&Honey_Crunch
0.875 0.5 0.4 0.6875 0.21429 0.91304 0.46667 0.39394 0.25 Nutri-Grain_Almond-Raisin
0.5625 0.5 0 0.53125 0.21429 0.78261 0.13333 0.27273 0.25 Nutri-grain_Wheat
0.8125 0.5 0.4 0.53125 0.10714 0.58696 0.66667 0.36364 0.25 Oatmeal_Raisin_Crisp
0.75 0.5 0.2 0.625 0.42857 0.47826 0.93333 0.78788 0.25 Post_Nat._Raisin_Bran
0.625 0.5 0 1 0.07143 0.86957 0.2 0.13636 1 Product_19
0.3125 0.16667 0 0 0 0.56522 0 0.04545 0 Puffed_Rice
0.3125 0.33333 0 0 0.07143 0.43478 0 0.15152 0 Puffed_Wheat
0.625 0.66667 0.2 0.42188 0.14286 0.6087 0.4 0.33333 0.25 Quaker_Oat_Squares
0.75 0.5 0.2 0.65625 0.35714 0.6087 0.8 0.72727 0.25 Raisin_Bran
0.625 0.5 0.4 0.4375 0.17857 0.45652 0.53333 0.42424 0.25 Raisin_Nut_Bran
0.5625 0.33333 0 0 0.14286 0.65217 0.4 0.33333 0.25 Raisin_Squares
0.6875 0.16667 0 0.75 0 1 0.13333 0.09091 0.25 Rice_Chex
0.6875 0.33333 0 0.90625 0 0.95652 0.2 0.10606 0.25 Rice_Krispies
0.5 0.33333 0 0 0.21429 0.69565 0 0.28788 0 Shredded_Wheat
0.5625 0.5 0 0 0.28571 0.82609 0 0.42424 0 Shredded_Wheat_'n'Bran
0.5625 0.5 0 0 0.21429 0.86957 0 0.36364 0 Shredded_Wheat_spoon_size
0.6875 0.33333 0.2 0.21875 0.07143 0.3913 1 0.12121 0.25 Smacks
0.6875 1 0 0.71875 0.07143 0.69565 0.2 0.16667 0.25 Special_K
0.5625 0.33333 0 0.04688 0.21429 0.65217 0.33333 0.27273 0.25 Strawberry_Fruit_Wheats
0.6875 0.33333 0.2 0.625 0 0.91304 0.2 0.10606 1 Total_Corn_Flakes
0.875 0.5 0.2 0.59375 0.28571 0.65217 0.93333 0.69697 1 Total_Raisin_Bran
0.625 0.5 0.2 0.625 0.21429 0.69565 0.2 0.33333 1 Total_Whole_Grain
0.6875 0.33333 0.2 0.78125 0 0.91304 0.2 0.18182 0.25 Triples
0.6875 0.16667 0.2 0.4375 0 0.56522 0.8 0.07576 0.25 Trix
0.625 0.5 0.2 0.71875 0.21429 0.73913 0.2 0.34848 0.25 Wheat_Chex
0.625 0.5 0.2 0.625 0.21429 0.73913 0.2 0.33333 0.25 Wheaties
0.6875 0.33333 0.2 0.625 0.07143 0.69565 0.53333 0.18182 0.25 Wheaties_Honey_Gold
